voltage_ratio,response_efficiency,correlation,response_delay,capacitor_id,cycle
34.63631864621828,1.303725668557319,0.9988363052647772,0,ES12C1,1
1.9836455357259701,3.9221225902224575,0.7244614465092301,0,ES12C1,6
3.2886978500317903,10.749869669615594,0.7749067246319135,0,ES12C1,11
4.695069286681678,21.861941484297635,0.8019776272590695,0,ES12C1,16
6.215727563548135,38.225838947075836,0.8176953626368895,0,ES12C1,21
7.862626698067116,60.993906073087594,0.8279100177018549,0,ES12C1,26
9.644507922064083,91.46215228344387,0.8344139715859813,0,ES12C1,31
11.57050542978905,131.10961780048478,0.839046547914815,0,ES12C1,36
13.64756755084888,181.5314537401925,0.8427009743746839,0,ES12C1,41
15.882519640530916,244.4291084505028,0.8465012884310912,0,ES12C1,46
23.066341684812265,481.08402413311694,0.935174736100531,0,ES12C1,51
50.49471102474002,1910.2596174846074,0.951219548141559,0,ES12C1,56
83.70644691363351,3743.958191976248,0.9066428934362327,0,ES12C1,61
113.40466361818248,4930.424283184106,0.8863416671078456,0,ES12C1,66
136.40822546360494,5557.819622932599,0.8781213648292044,0,ES12C1,71
153.94276197745864,5926.374261228029,0.874702675023515,0,ES12C1,76
167.7563036450707,6155.05798065142,0.8730918719264097,0,ES12C1,81
178.50723820937168,6283.753103485244,0.8727331414850843,0,ES12C1,86
186.34542331758573,6359.491906947034,0.8729255645769619,0,ES12C1,91
192.68797216743943,6400.80616271413,0.8736409880792063,0,ES12C1,96
203.82099603457783,5440.246591367962,0.8092108631596477,0,ES12C1,101
-2.352438997508707,5.526878212529776,0.4501329636030003,0,ES12C1,106
-1.6220582462083575,2.630507019484468,0.49621208995928434,0,ES12C1,111
-0.8170750484864835,0.6738982817506748,0.5260612257976586,0,ES12C1,116
-0.0218309854420472,0.0067568144115434095,0.5240718520145906,0,ES12C1,121
-0.06944408713724723,0.054691580017383806,0.9313459595581758,0,ES12C1,126
-0.2467415343351193,0.31264104801921266,0.9919042646830841,0,ES12C1,131
-0.5691802193778549,0.7468088884491326,0.9987881648519094,0,ES12C1,136
-1.0198153723090804,1.0037656142421543,0.9996352959336541,0,ES12C1,141
-1.5569110910028732,1.1076160556357846,0.999769431721339,0,ES12C1,146
-2.168707079195058,1.1532396918365972,0.9997930584451783,0,ES12C1,151
-2.8498849066446152,1.175975305180185,0.9998072397066774,0,ES12C1,156
-3.5649026332942326,1.1868304434415808,0.9998029584224465,0,ES12C1,161
-4.52087194888546,1.1969667023228348,0.999811844485386,0,ES12C1,166
-5.686228972529205,1.2040873943387567,0.9998117777481753,0,ES12C1,171
-6.553553299806762,1.2046653361833988,0.9998128233821869,0,ES12C1,176
-7.14668976030227,1.201571049501706,0.9998127973306186,0,ES12C1,181
-7.543018067014276,1.1979190522758998,0.999812188736747,0,ES12C1,186
-7.478197174662673,1.191784080321464,0.9998122648794351,0,ES12C1,191
-7.495891507760587,1.1868800705358218,0.9998128641876352,0,ES12C1,196
12.832489816129304,1.2336950161656854,0.9987666058683866,0,ES12C2,1
1.9960533314345057,3.9721325877396048,0.7114424036447671,0,ES12C2,6
3.3147916748194097,10.924277605895151,0.7629031062411787,0,ES12C2,11
4.73774320621628,22.269060862373884,0.7897533754108544,0,ES12C2,16
6.278391608700921,39.01690313260682,0.8048014688076887,0,ES12C2,21
7.949004980655258,62.37129853701748,0.8145843316571594,0,ES12C2,26
9.758541132537646,93.68806607010737,0.8209186010441983,0,ES12C2,31
11.716475049597076,134.51760208816663,0.8255538428723005,0,ES12C2,36
13.829637604973483,186.5269169421725,0.8293396367223086,0,ES12C2,41
16.105338890525346,251.51102724203426,0.83326777637463,0,ES12C2,46
19.250273087489745,354.45129638053083,0.8139376047581469,0,ES12C2,51
42.85673991357057,1509.2808566442493,0.960851527729878,0,ES12C2,56
75.43828718306152,3442.463858792188,0.9867722015107826,0,ES12C2,61
105.89768280510823,4874.964102278046,0.9916084668379098,0,ES12C2,66
129.65073350629524,5659.193073403307,0.9928875054136979,0,ES12C2,71
147.5014869632233,6112.068059294678,0.9933507504741328,0,ES12C2,76
161.32933045969085,6387.720855892329,0.9935343450693938,0,ES12C2,81
172.0533117184799,6545.75823426101,0.993673280128542,0,ES12C2,86
179.94557242504135,6635.822560575778,0.9937421113777547,0,ES12C2,91
186.32086530970554,6688.907717811146,0.993812641059867,0,ES12C2,96
197.85435760285193,5477.256544773499,0.9040636573094908,0,ES12C2,101
-2.3757503609416037,5.636562242157802,0.5030286569956763,0,ES12C2,106
-1.6441731497536485,2.701540407253927,0.5705764456147764,0,ES12C2,111
-0.8360201869459833,0.703505444553648,0.6112817805984734,0,ES12C2,116
-0.01592886217718401,0.006033542152860906,0.6096007839304359,0,ES12C2,121
-0.05020156184076237,0.04972597599108757,0.9491687586255432,0,ES12C2,126
-0.1970690317405924,0.2878222573173345,0.9943138544505199,0,ES12C2,131
-0.4682132585679654,0.7038538807251392,0.9991391573655511,0,ES12C2,136
-0.8552343535507981,0.9549297730857975,0.9996986592548147,0,ES12C2,141
-1.3307949746027052,1.0557474222158665,0.9997763050484897,0,ES12C2,146
-1.8883029312526918,1.0989688350031035,0.9997891065939525,0,ES12C2,151
-2.5284158688035903,1.1199065234307022,0.9997913905823878,0,ES12C2,156
-3.2204812673640713,1.1293076381769604,0.9997939157213969,0,ES12C2,161
-4.181421773147466,1.1377215972700414,0.9997995217213311,0,ES12C2,166
-5.414171519677874,1.1438417700257388,0.9997988199857659,0,ES12C2,171
-6.354518231155115,1.1436060330336768,0.9998005081370251,0,ES12C2,176
-7.022083418548539,1.1408484750983676,0.9998004273563283,0,ES12C2,181
-7.461498308128618,1.1373399220048466,0.9998001699600665,0,ES12C2,186
-7.363012692996884,1.1317823227603212,0.9997995968808596,0,ES12C2,191
-7.30936832093692,1.1273888936249568,0.9997998970280518,0,ES12C2,196
-2.4698605115019165,1.0710655150156487,0.9990826305572859,0,ES12C3,1
1.951045845848373,3.79188822209947,0.7567010386343711,0,ES12C3,6
3.230870815961939,10.365172538621108,0.8035649307912865,0,ES12C3,11
4.600828199753893,20.96857211117861,0.8301349386112932,0,ES12C3,16
6.072778595648006,36.440177660814356,0.846694034592624,0,ES12C3,21
7.655942037053737,57.75140555555307,0.8572249679761424,0,ES12C3,26
9.35867790454075,86.00830210061622,0.8639690983602537,0,ES12C3,31
11.188077745484783,122.44641884650393,0.8682250327652584,0,ES12C3,36
13.14950995098922,168.38724772662368,0.8709155695693994,0,ES12C3,41
15.442112264629749,230.53013720139737,0.8589466778293388,0,ES12C3,46
36.449115547756655,1114.213375051935,0.970328361847033,0,ES12C3,51
72.28945841108273,3019.674374049525,0.9918543860680327,0,ES12C3,56
112.22841873397847,4575.748112706363,0.9953180197108065,0,ES12C3,61
148.406880026413,5399.968790473209,0.9961523384749672,0,ES12C3,66
178.18417222551597,5828.209628611589,0.9964028938081382,0,ES12C3,71
202.35713668537582,6100.6156731181545,0.9964881065615004,0,ES12C3,76
222.18614194481302,6275.94934560081,0.9965274284487581,0,ES12C3,81
237.78910246044427,6377.9242764179635,0.9965275515470055,0,ES12C3,86
248.90164252725373,6444.330984436146,0.9965498741198454,0,ES12C3,91
257.431338060001,6487.649246028008,0.9965434426601504,0,ES12C3,96
274.79904291893433,5551.090509442995,0.9250193337426651,0,ES12C3,101
-2.4406191066415555,5.946826863726526,0.5664798895395315,0,ES12C3,106
-1.713032059528871,2.9313975662123624,0.627001122696813,0,ES12C3,111
-0.9173561844892892,0.8453551741741637,0.6654555222485132,0,ES12C3,116
-0.07030456451657287,0.01249654254358442,0.6623532286297628,0,ES12C3,121
-0.02335882508205705,0.03860791580694281,0.9446953154594975,0,ES12C3,126
-0.1178248206060891,0.22444141052263145,0.9940841073896137,0,ES12C3,131
-0.2834566814117233,0.5787979968815107,0.9991340812604845,0,ES12C3,136
-0.4974013939335657,0.8248442477482146,0.9996997861474115,0,ES12C3,141
-0.7277758744755154,0.9378329194658949,0.9997818916598799,0,ES12C3,146
-0.9636516669918903,0.9926522543547688,0.9997952339728854,0,ES12C3,151
-1.1960083516900015,1.0224777356087398,0.9998023654233905,0,ES12C3,156
-1.4112047954529328,1.0396615882966131,0.9998049837698411,0,ES12C3,161
-1.6723963208024792,1.054185333364196,0.9998076936889034,0,ES12C3,166
-1.9495148882172908,1.0653723081491264,0.9998071283854749,0,ES12C3,171
-2.133481849135996,1.0698640222091387,0.9998035577622101,0,ES12C3,176
-2.2588338371540426,1.071443955715481,0.9998052031533762,0,ES12C3,181
-2.3517993757108155,1.0718305725141222,0.9998047297722812,0,ES12C3,186
-2.361770428728472,1.0699044983847903,0.9998028246059867,0,ES12C3,191
-2.3870052651381823,1.06877752957199,0.9998075450639536,0,ES12C3,196
8.894217667566998,1.2744993379181975,0.9987328441100856,0,ES12C4,1
2.0617853851135686,4.23711725007181,0.7080515999915369,0,ES12C4,6
3.42549337484147,11.66351774696368,0.7575417546833362,0,ES12C4,11
4.888823060027396,23.707352390838874,0.783063217910436,0,ES12C4,16
6.465052987492642,41.36534301838023,0.7970919309492349,0,ES12C4,21
8.166006183787927,65.81859510508218,0.8061841362309053,0,ES12C4,26
9.999253770129926,98.37321521658613,0.812270447964818,0,ES12C4,31
11.972883700280768,140.5053511481292,0.816855691372517,0,ES12C4,36
14.091427487129778,193.7565877251521,0.8207689725223656,0,ES12C4,41
16.44097507522714,262.1296042930107,0.8162831450704787,0,ES12C4,46
35.92042610539838,1116.1246784779755,0.9547603691436042,0,ES12C4,51
67.05074110581512,2954.2179080422484,0.9887722822648077,0,ES12C4,56
97.11094562453775,4492.225064200945,0.9944156627153083,0,ES12C4,61
121.1589255060266,5364.396335818863,0.9958755749588635,0,ES12C4,66
139.36699199022843,5841.509133708408,0.9963723529019662,0,ES12C4,71
153.4085681414077,6147.338725546455,0.9965682479492637,0,ES12C4,76
164.68846218933757,6344.937690546373,0.9966621164838134,0,ES12C4,81
173.5113064095491,6452.924541870252,0.9967345236273645,0,ES12C4,86
180.02903283424007,6517.389899133869,0.9967773692763343,0,ES12C4,91
185.35604215968596,6548.506829449951,0.9968164128815049,0,ES12C4,96
195.578718507713,5519.256075635853,0.9262224616091447,0,ES12C4,101
-2.484169042092628,6.161299763908824,0.5124524716715432,0,ES12C4,106
-1.7052835725673898,2.9054130153035693,0.5756062281655578,0,ES12C4,111
-0.8487015582836208,0.7252890396178368,0.611970360504344,0,ES12C4,116
-0.011191603542686479,0.006421416535587077,0.658723028687238,0,ES12C4,121
-0.06296491207783043,0.06081677336865249,0.9556784723826545,0,ES12C4,126
-0.24125428971920992,0.3441944708103721,0.9952054691037511,0,ES12C4,131
-0.5731418478902022,0.7810588454717676,0.9992616172202374,0,ES12C4,136
-1.0513335280649008,1.0119698091985334,0.9997232771681952,0,ES12C4,141
-1.6486075005846266,1.098602040295564,0.9997831850191059,0,ES12C4,146
-2.3759189427235627,1.1351186355310978,0.9997951708596519,0,ES12C4,151
-3.2541545916884456,1.1525892596712735,0.9997972451912269,0,ES12C4,156
-4.246688317569768,1.159790654402916,0.9997898127162267,0,ES12C4,161
-5.7261283398740686,1.1664527618992664,0.9998024327956833,0,ES12C4,166
-7.773563192787013,1.1709740550887437,0.9998024221805523,0,ES12C4,171
-9.45145628009961,1.1700628455509168,0.9998040471666305,0,ES12C4,176
-10.662975735117774,1.166254634141097,0.9998043950747691,0,ES12C4,181
-11.405037238734195,1.161846325785672,0.9998034208673549,0,ES12C4,186
-11.067774563904976,1.15593001666233,0.9998061622047103,0,ES12C4,191
-10.850601521535422,1.1507267779281463,0.9998045136804701,0,ES12C4,196
-23.957465864967027,1.1346057762689967,0.9988824573365779,0,ES12C5,1
1.9517968388591893,3.796507463796931,0.7384818566953162,0,ES12C5,6
3.240876127219432,10.43602375398845,0.785231007062909,0,ES12C5,11
4.62850853532758,21.237242766675113,0.809497452490158,0,ES12C5,16
6.127432879293989,37.127617675329795,0.8230266788794844,0,ES12C5,21
7.749329484554821,59.21118827063646,0.8309819242616069,0,ES12C5,26
9.502957363286777,88.73274745065221,0.8356778590186033,0,ES12C5,31
11.397412727212478,127.11036769015908,0.8384507650032582,0,ES12C5,36
13.439124698785832,175.865301804784,0.8403740520765245,0,ES12C5,41
15.636140063070343,236.66411659764034,0.8421534012448751,0,ES12C5,46
20.881147207252763,408.2543225503985,0.8445963153191003,0,ES12C5,51
47.86932616069174,1760.581472165385,0.9693440977336863,0,ES12C5,56
82.33954015066301,3609.537177242919,0.987529353711461,0,ES12C5,61
114.50778915580116,4830.293338334111,0.9912901526286504,0,ES12C5,66
139.96530317935324,5469.776512497736,0.9923827816572957,0,ES12C5,71
159.55362172306815,5839.2788375532955,0.9927677942885863,0,ES12C5,76
174.96856780779135,6064.177987299878,0.9929438017018185,0,ES12C5,81
186.90739545390414,6192.056272370699,0.993021978568519,0,ES12C5,86
195.511741270309,6266.963942474995,0.9930938222267301,0,ES12C5,91
202.47918544767572,6310.123662815541,0.9931365624440682,0,ES12C5,96
213.89861428737328,5430.285317754972,0.9073411192417132,0,ES12C5,101
-2.3601881700476,5.562217095247846,0.5373663084874927,0,ES12C5,106
-1.6367557836095823,2.6768588240953233,0.6020405867713778,0,ES12C5,111
-0.8407301961471952,0.7112401395284962,0.6414983875779503,0,ES12C5,116
-0.018847742935459384,0.006495077768507297,0.6076467547633331,0,ES12C5,121
-0.031709751944668456,0.04754064275017873,0.9508095398868256,0,ES12C5,126
-0.14547908762192616,0.2694834866804897,0.9946651453292702,0,ES12C5,131
-0.35003825066444644,0.6546385557357511,0.9992001222651512,0,ES12C5,136
-0.6295324211031788,0.8913143066561066,0.9997110726777605,0,ES12C5,141
-0.9555310303285236,0.989789540338015,0.9997808214768699,0,ES12C5,146
-1.3180806342259046,1.0339367859592536,0.9997961985204981,0,ES12C5,151
-1.7103993979241519,1.0565497021358337,0.9997998634661845,0,ES12C5,156
-2.1036874932783785,1.0683432253840777,0.9998014029890139,0,ES12C5,161
-2.6113318635904705,1.0776383642076293,0.9998011110010565,0,ES12C5,166
-3.202102481435528,1.0847571218109127,0.9998066622194013,0,ES12C5,171
-3.607280016259533,1.0861800762965221,0.9998041931808845,0,ES12C5,176
-3.884463012080624,1.0852585096272358,0.9998063848122175,0,ES12C5,181
-4.048208117587613,1.0833344903571414,0.999804679225726,0,ES12C5,186
-4.007802943435903,1.0799274083069519,0.9998072186629972,0,ES12C5,191
-4.015158867704823,1.0770432684036733,0.9998072803108751,0,ES12C5,196
-4.575886786860076,1.2085761769887884,0.9990382037090969,0,ES12C6,1
1.9612658325960108,3.8318829562575245,0.7548973342905076,0,ES12C6,6
3.2435616335804656,10.44742373799057,0.8001401048883224,0,ES12C6,11
4.6194696314400465,21.13967596496979,0.8245986987543034,0,ES12C6,16
6.101458428920399,36.784358422108326,0.8390424493117158,0,ES12C6,21
7.6995382464512945,58.40370972943609,0.847881152329349,0,ES12C6,26
9.42246410192871,87.16172924590077,0.8531745654196027,0,ES12C6,31
11.278358642548023,124.37292066267382,0.8563736524394328,0,ES12C6,36
13.27242119075751,171.42562208075384,0.8585144011245058,0,ES12C6,41
15.416446131144076,229.9789151556562,0.8597095312422997,0,ES12C6,46
32.48333555189415,913.6947292414245,0.9480299930735325,0,ES12C6,51
66.41358213775106,2728.6697563820994,0.9823171893008403,0,ES12C6,56
105.38559592688459,4363.760138323273,0.9883232602001285,0,ES12C6,61
141.04496624707247,5258.783089745495,0.9899406886814497,0,ES12C6,66
170.2112841546363,5716.981891263034,0.9904888876815919,0,ES12C6,71
193.69196367035207,6002.108664760227,0.990653283166355,0,ES12C6,76
212.76943595873487,6184.343366557168,0.990723475757656,0,ES12C6,81
227.85491199856014,6289.277329952537,0.9907562996816418,0,ES12C6,86
238.50720559721802,6355.813624607618,0.9907810533470034,0,ES12C6,91
246.85686380518453,6397.528375216226,0.9907985582043276,0,ES12C6,96
262.82208801162824,5508.318027519359,0.9142006105263312,0,ES12C6,101
-2.4122266746667065,5.809389243484821,0.5627887280130046,0,ES12C6,106
-1.6913946907795057,2.8579215106521825,0.6233552154925062,0,ES12C6,111
-0.9013639131436767,0.8163930343283944,0.6600589976282251,0,ES12C6,116
-0.06393670895350222,0.011302244055315403,0.6328894135921878,0,ES12C6,121
-0.05907374053798789,0.04366298963561803,0.9458654194341451,0,ES12C6,126
-0.21147778233336315,0.2574957492490334,0.9941674071920448,0,ES12C6,131
-0.47929969687459995,0.6573153812377616,0.9991526216673469,0,ES12C6,136
-0.8280268748986278,0.9285474274737382,0.9997026146233434,0,ES12C6,141
-1.205363887459913,1.0516056369651325,0.9997798797134337,0,ES12C6,146
-1.5919508267964395,1.111287283016166,0.99979368705607,0,ES12C6,151
-1.9718838364722182,1.1436182914143735,0.9997960598879413,0,ES12C6,156
-2.327950332518166,1.1617849771513558,0.9998015557019012,0,ES12C6,161
-2.7543289247677207,1.1785309692051178,0.9998052918383042,0,ES12C6,166
-3.2104890227110525,1.191773911843715,0.9998043521446963,0,ES12C6,171
-3.5193775339041133,1.1961970535190816,0.9998045125966221,0,ES12C6,176
-3.741331009403626,1.1969641664131079,0.9998003790809312,0,ES12C6,181
-3.9011931654465615,1.1966050107747026,0.9998042433886967,0,ES12C6,186
-3.9325100714116297,1.1929313297053235,0.9998027087586496,0,ES12C6,191
-3.9946428662164077,1.19057486848481,0.9998033230517472,0,ES12C6,196
-13.39939107484998,1.221422168114133,0.9989064957068234,0,ES12C7,1
1.9309041410828596,3.7148881777957214,0.7614951456829367,0,ES12C7,6
3.161043408139669,9.926759594928535,0.8045579628684544,0,ES12C7,11
4.4737075334380965,19.839801270478027,0.8282643404397936,0,ES12C7,16
5.879609658525602,34.19072713844832,0.8423901869181075,0,ES12C7,21
7.388227149572358,53.84642360471572,0.8513139739048051,0,ES12C7,26
9.007035278050944,79.78144713715069,0.8568559952157555,0,ES12C7,31
10.743048631590893,113.09414558387078,0.8599646828529641,0,ES12C7,36
12.602023990976319,154.9707794115073,0.8618372545153664,0,ES12C7,41
14.590884412011063,206.72089827231255,0.8630783779750103,0,ES12C7,46
16.765658333270263,271.2775069702876,0.8635507684583631,0,ES12C7,51
33.63189727832682,982.0753812209588,0.9430712024380701,0,ES12C7,56
65.2960575949132,2753.182677553804,0.9773503240050574,0,ES12C7,61
100.41738157974895,4376.680752658916,0.9841896669780575,0,ES12C7,66
131.01213182819023,5306.652420757338,0.986095171636694,0,ES12C7,71
155.1271797731815,5821.5257036042,0.9867207698982409,0,ES12C7,76
173.8925942943836,6118.702864539688,0.9869880179575663,0,ES12C7,81
188.32248725409477,6285.13228783001,0.9871510871537692,0,ES12C7,86
198.7720338411897,6385.090122932181,0.9872242814429211,0,ES12C7,91
207.0505799179561,6442.504015358529,0.9872785752778293,0,ES12C7,96
219.3890819247645,5706.57817825516,0.9195392942460939,0,ES12C7,101
-2.5208611409099424,6.343874728809438,0.5745457211642052,0,ES12C7,106
-1.8242673756975825,3.3234777034291896,0.6356087122262064,0,ES12C7,111
-1.0622905607684063,1.1308968808631115,0.6745187843207969,0,ES12C7,116
-0.24363013814483925,0.06683370365174511,0.6996331735956458,0,ES12C7,121
-0.03939249542083845,0.0261007495115249,0.9168906662012528,0,ES12C7,126
-0.15204192549183418,0.17283360548649376,0.9902282816925001,0,ES12C7,131
-0.3691693931329706,0.543781055472926,0.9986277599084348,0,ES12C7,136
-0.6927039426341631,0.8673233097091213,0.999621952549733,0,ES12C7,141
-1.0903053301269738,1.0199882520598955,0.9997622459614052,0,ES12C7,146
-1.5355050871127882,1.0871292100396035,0.9997849145323193,0,ES12C7,151
-2.0087048634368903,1.1201138778215236,0.9997941285377214,0,ES12C7,156
-2.478402788154966,1.1366594458802375,0.9997975049380697,0,ES12C7,161
-3.0600491157651075,1.1502639001742392,0.9997926470048129,0,ES12C7,166
-3.718202121544711,1.1604534928981587,0.999798468527407,0,ES12C7,171
-4.192087187916123,1.1627919714024517,0.9998017055705887,0,ES12C7,176
-4.539175223183135,1.1619852005949376,0.9998008344485271,0,ES12C7,181
-4.76785086333491,1.160002193653059,0.9998021399543486,0,ES12C7,186
-4.784854237321636,1.1553053861662006,0.9998025852434721,0,ES12C7,191
-4.84454679321327,1.1516756322568722,0.9998021004027254,0,ES12C7,196
22.565820111966957,1.2149054395649477,0.9988148824271124,0,ES12C8,1
1.9650878128496276,3.848862036166695,0.7366244341063644,0,ES12C8,6
3.229883195393443,10.368965132834784,0.7828904033026709,0,ES12C8,11
4.584887664567833,20.850459552798416,0.8078786682718094,0,ES12C8,16
6.041471764873312,36.122921551252745,0.8223419621066442,0,ES12C8,21
7.610184644130672,57.169599149731596,0.8312060657133723,0,ES12C8,26
9.298765311926239,85.09228092583827,0.836579228967173,0,ES12C8,31
11.115028611268816,121.14077784208413,0.8398583188675223,0,ES12C8,36
13.065360677409036,166.67058228243516,0.8417847903912931,0,ES12C8,41
15.156974546599939,223.1619173699105,0.8433920714234292,0,ES12C8,46
17.444190833841287,293.73400540183115,0.8447323740400747,0,ES12C8,51
33.39907287103112,976.8796054605098,0.9403672666692817,0,ES12C8,56
64.33271369864954,2772.6778067796695,0.982496066019019,0,ES12C8,61
97.38471515095345,4443.171328411791,0.9891803072976822,0,ES12C8,66
125.07961342312159,5417.966637595906,0.9907254210154485,0,ES12C8,71
146.2627379611653,5961.863695101325,0.991173717737112,0,ES12C8,76
162.4447527839022,6276.810824722541,0.9913491144576896,0,ES12C8,81
174.7248974358218,6453.208520179828,0.9914623327407635,0,ES12C8,86
183.6778483367045,6556.705682963812,0.9915454541000551,0,ES12C8,91
190.83254380837792,6615.201454970409,0.9916029721437658,0,ES12C8,96
202.46825082364197,5613.010542400085,0.9037688938351749,0,ES12C8,101
-2.5007857880257793,6.244038167604861,0.5434019339102092,0,ES12C8,106
-1.7902821256156125,3.2014513017905433,0.6052858442907052,0,ES12C8,111
-1.009820891634676,1.022895204125814,0.6445254018242172,0,ES12C8,116
-0.16904029831482795,0.03650410040175686,0.6681542256991149,0,ES12C8,121
-0.03675696059895697,0.03070416554087422,0.924239449917598,0,ES12C8,126
-0.15054656760915916,0.19845647387498885,0.9911480503509678,0,ES12C8,131
-0.3720400235737017,0.5894427312017786,0.9987429168534708,0,ES12C8,136
-0.7094565747519712,0.8936996668003778,0.9996446468942755,0,ES12C8,141
-1.1409403683568464,1.0251189174398678,0.999765148752811,0,ES12C8,146
-1.6515887241183649,1.080291268326754,0.9997873675060789,0,ES12C8,151
-2.230176729524953,1.1061147534582152,0.9997926019743272,0,ES12C8,156
-2.841595419538267,1.1180789158414486,0.9997926054685762,0,ES12C8,161
-3.659182329932506,1.1277146588562987,0.9997950477824658,0,ES12C8,166
-4.65478726067209,1.134186402632586,0.9998010155321492,0,ES12C8,171
-5.4152275428511425,1.1350171376843214,0.9997980069044278,0,ES12C8,176
-5.959474966656813,1.1325577904302717,0.9997996891010213,0,ES12C8,181
-6.2984068724835165,1.129429517052281,0.9998005636890288,0,ES12C8,186
-6.202681589860403,1.1241967978349314,0.9998020701492222,0,ES12C8,191
-6.224664400173336,1.120245473390399,0.9998003696697512,0,ES12C8,196
